counter,date,time,instrument_full,inst_type,underlying,expiry,option_type,strike,qty,price,amount,note
26,2025-12-03,14:55:01,OPTIDX_SENSEX_04DEC2025_CE_84900,OPTIDX,SENSEX,04DEC2025,CE,84900,20,270,5400.0,
26,2025-12-03,09:54:33,OPTIDX_SENSEX_04DEC2025_CE_84900,OPTIDX,SENSEX,04DEC2025,CE,84900,-20,281.35001,-5627.0002,
26,2025-12-03,14:55:01,OPTIDX_SENSEX_04DEC2025_PE_84900,OPTIDX,SENSEX,04DEC2025,PE,84900,20,137.55,2751.0,
26,2025-12-03,09:54:33,OPTIDX_SENSEX_04DEC2025_PE_84900,OPTIDX,SENSEX,04DEC2025,PE,84900,-20,205.39999,-4107.9998,
26,2025-12-03,09:39:27,OPTIDX_NIFTY_09DEC2025_PE_26050,OPTIDX,NIFTY,09DEC2025,PE,26050,75,178.85001,13413.75075,
26,2025-12-03,09:18:10,OPTIDX_NIFTY_09DEC2025_PE_26050,OPTIDX,NIFTY,09DEC2025,PE,26050,-75,124.2,-9315.0,
26,2025-12-03,11:00:09,OPTIDX_NIFTY_09DEC2025_CE_26050,OPTIDX,NIFTY,09DEC2025,CE,26050,75,92.95,6971.25,
26,2025-12-03,09:18:10,OPTIDX_NIFTY_09DEC2025_CE_26050,OPTIDX,NIFTY,09DEC2025,CE,26050,-75,143.64999,-10773.74925,
26,2025-12-03,14:55:01,OPTIDX_NIFTY_09DEC2025_PE_25900,OPTIDX,NIFTY,09DEC2025,PE,25900,75,85,6375.0,
26,2025-12-03,11:00:33,OPTIDX_NIFTY_09DEC2025_PE_25900,OPTIDX,NIFTY,09DEC2025,PE,25900,-75,103.1,-7732.5,
26,2025-12-03,14:55:01,OPTIDX_NIFTY_09DEC2025_CE_25900,OPTIDX,NIFTY,09DEC2025,CE,25900,75,181.5,13612.5,
26,2025-12-03,11:00:33,OPTIDX_NIFTY_09DEC2025_CE_25900,OPTIDX,NIFTY,09DEC2025,CE,25900,-75,166.7,-12502.5,
25,2025-12-02,14:55:07,OPTIDX_SENSEX_04DEC2025_CE_85400,OPTIDX,SENSEX,04DEC2025,CE,85400,20,210.45,4209.0,
25,2025-12-02,09:18:32,OPTIDX_SENSEX_04DEC2025_CE_85400,OPTIDX,SENSEX,04DEC2025,CE,85400,-20,405.89999,-8117.9998,
25,2025-12-02,14:55:07,OPTIDX_SENSEX_04DEC2025_PE_85400,OPTIDX,SENSEX,04DEC2025,PE,85400,20,371.70001,7434.0002,
